A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
8.8,0.37,6.5,3.3,44.0,0.25,0.22,0.05,1.0001,17.1,138.0,1
9.9,0.62,5.7,3.38,20.0,0.15,0.33,0.05,0.9934,1.9,93.0,1
9.5,0.55,7.7,3.12,59.0,0.31,0.23,0.038,0.9969,10.7,186.0,0
8.8,0.37,6.5,3.3,44.0,0.25,0.22,0.05,1.0001,17.1,138.0,1
10.8,0.56,7.7,3.21,26.0,0.32,0.26,0.04,0.993,1.2,117.0,1
12.0,0.42,6.4,3.43,18.0,0.32,0.2,0.041,0.9914,3.1,126.0,0
9.0,0.38,6.8,3.05,47.0,0.27,0.25,0.076,0.9967,10.7,154.0,1
9.9,0.38,6.9,3.39,59.0,0.33,0.26,0.051,0.998,12.6,173.0,1
9.0,0.38,6.8,3.05,47.0,0.27,0.25,0.076,0.9967,10.7,154.0,1
10.1,0.46,6.0,3.2,42.0,0.22,0.28,0.048,0.9957,12.15,163.0,1
9.3,0.55,6.5,3.31,23.0,0.28,0.43,0.056,0.9986,12.0,174.0,1
9.5,0.7,9.1,3.1,50.5,0.38,0.33,0.062,0.9958,1.7,344.0,1
9.2,0.5,5.9,3.43,36.0,0.05,0.5,0.054,0.9948,2.6,146.0,0
11.7,0.72,6.8,3.27,15.0,0.39,0.28,0.036,0.9918,1.4,115.0,1
11.0,0.38,7.0,3.35,21.0,0.24,0.35,0.04,0.9923,1.9,144.0,1
9.6,0.38,7.1,3.37,49.0,0.32,0.22,0.056,0.9998,16.9,158.0,0
9.6,0.38,7.1,3.37,49.0,0.32,0.22,0.056,0.9998,16.9,158.0,0
11.9,0.68,8.3,2.99,22.0,0.27,0.24,0.03,0.9914,2.1,162.0,0
10.8,0.52,6.8,3.25,38.0,0.32,0.26,0.041,0.9939,7.0,118.0,0
10.1,0.55,7.2,3.38,41.0,0.26,0.16,0.054,0.9966,7.1,224.0,1
10.9,0.52,7.9,3.25,31.0,0.36,0.18,0.058,0.995,5.9,132.0,0
10.1,0.55,7.2,3.38,41.0,0.26,0.16,0.054,0.9966,7.1,224.0,1
10.4,0.31,5.5,3.27,19.0,0.32,0.24,0.06,0.994,8.7,102.0,1
9.2,0.39,7.1,3.05,12.0,0.64,0.33,0.056,0.9972,13.2,105.0,1
9.6,0.5,7.7,3.27,31.0,0.35,0.28,0.056,0.9998,15.3,117.0,1
9.6,0.5,7.7,3.27,31.0,0.35,0.28,0.056,0.9998,15.3,117.0,1
9.0,0.46,7.5,3.1,64.0,0.52,0.26,0.047,0.9982,13.2,179.0,1
10.2,0.48,8.2,3.17,53.0,0.32,0.21,0.053,0.9972,10.65,145.0,0
9.9,0.42,7.2,3.4,49.0,0.31,0.2,0.054,0.997,10.0,165.0,0
9.6,0.4,7.2,3.44,26.0,0.3,0.115,0.056,0.9954,6.8,105.0,0
10.6,0.54,6.4,3.1,20.0,0.2,0.29,0.04,0.9962,15.6,142.0,1
9.2,0.39,7.1,3.05,12.0,0.64,0.33,0.056,0.9972,13.2,105.0,1
11.8,0.46,6.8,3.24,31.0,0.34,0.24,0.038,0.9921,5.1,99.0,0
12.2,0.43,7.0,3.18,36.0,0.34,0.24,0.035,0.9905,3.0,102.0,0
9.6,0.5,7.7,3.27,31.0,0.35,0.28,0.056,0.9998,15.3,117.0,1
10.6,0.41,7.0,3.2,15.0,0.33,0.22,0.052,0.993,2.1,76.0,0
10.3,0.45,7.5,3.27,23.0,0.39,0.18,0.054,0.9941,1.9,91.0,0
10.7,0.46,7.8,3.11,33.0,0.33,0.29,0.035,0.9962,8.75,181.0,1
12.0,0.33,8.5,3.01,31.0,0.27,0.25,0.031,0.9922,4.7,92.0,0
10.6,0.66,7.4,3.52,26.0,0.27,0.18,0.048,0.994,1.3,105.0,0
11.0,0.48,6.0,3.47,29.0,0.38,0.33,0.04,0.9954,9.7,124.0,0
9.4,0.44,9.9,2.77,19.0,0.23,0.49,0.087,0.9948,2.4,115.0,0
12.0,0.33,8.5,3.01,31.0,0.27,0.25,0.031,0.9922,4.7,92.0,0
11.6,0.35,8.4,2.96,55.0,0.28,0.22,0.028,0.998,18.8,130.0,1
9.4,0.47,7.0,3.18,15.0,0.31,0.35,0.069,0.9944,1.8,162.0,1
9.4,0.47,7.0,3.18,15.0,0.31,0.35,0.069,0.9944,1.8,162.0,1
9.2,0.37,6.9,3.23,11.0,0.13,0.32,0.042,0.996,7.8,117.0,1
9.2,0.54,7.6,3.15,43.0,0.58,0.32,0.05,0.9999,16.75,163.0,1
9.2,0.37,6.9,3.23,11.0,0.13,0.32,0.042,0.996,7.8,117.0,1
9.2,0.54,7.6,3.15,43.0,0.58,0.32,0.05,0.9999,16.75,163.0,1
10.8,0.55,7.7,3.22,33.0,0.31,0.24,0.047,0.993,1.3,106.0,0
9.5,0.46,8.0,3.4,29.0,0.43,0.36,0.053,0.9982,10.1,146.0,0
11.0,0.4,7.4,3.11,30.0,0.25,0.29,0.044,0.992,3.8,114.0,0
10.0,0.47,6.6,3.24,37.0,0.27,0.32,0.041,0.9963,10.9,146.0,1
9.5,0.47,6.3,3.22,38.0,0.24,0.3,0.04,0.995,6.6,141.0,1
10.1,0.47,6.4,3.29,29.0,0.24,0.33,0.041,0.9956,9.8,109.0,0
9.5,0.53,6.5,3.08,14.0,0.81,0.39,0.217,0.9936,1.2,74.0,1
9.5,0.42,6.8,3.11,13.0,0.18,0.25,0.056,0.9935,1.4,137.0,1
9.4,0.49,6.4,3.35,24.0,0.32,0.18,0.052,0.9963,9.6,90.0,0
9.4,0.54,7.1,2.92,36.0,0.32,0.18,0.048,0.9967,12.2,125.0,0
12.7,0.51,7.6,3.31,29.0,0.42,0.27,0.044,0.9912,2.6,110.0,0
9.7,0.32,9.2,3.09,34.0,0.35,0.23,0.037,0.9981,10.7,145.0,1
9.7,0.51,7.9,3.27,31.0,0.41,0.28,0.058,0.9966,4.9,153.0,0
9.4,0.54,7.1,2.92,36.0,0.32,0.18,0.048,0.9967,12.2,125.0,0
9.4,0.49,6.4,3.35,24.0,0.32,0.18,0.052,0.9963,9.6,90.0,0
9.5,0.42,6.8,3.11,13.0,0.18,0.25,0.056,0.9935,1.4,137.0,1
11.7,0.38,7.0,3.1,20.0,0.26,0.22,0.037,0.9902,1.1,71.0,0
11.7,0.37,7.3,3.09,26.0,0.29,0.18,0.036,0.99,1.0,101.0,0
9.7,0.52,7.1,3.16,53.0,0.19,0.26,0.051,0.996,8.2,187.0,1
9.5,0.52,6.6,3.24,77.0,0.42,0.25,0.049,0.9966,11.3,231.0,0
9.1,0.53,6.4,3.25,31.0,0.23,0.24,0.069,0.9962,7.3,157.0,1
10.3,0.67,6.0,3.23,23.0,0.27,0.28,0.051,0.994,2.3,147.0,0
9.7,0.52,7.1,3.16,53.0,0.19,0.26,0.051,0.996,8.2,187.0,1
9.9,0.55,7.8,3.21,14.0,0.38,0.24,0.058,0.994,2.1,167.0,1
9.9,0.56,7.6,3.22,19.0,0.33,0.27,0.059,0.9944,2.0,175.0,1
10.2,0.6,7.7,3.26,35.0,0.34,0.39,0.056,0.9974,10.0,178.0,1
12.1,0.37,8.9,3.0,16.0,0.33,0.24,0.035,0.996,15.75,132.0,0
11.4,0.49,7.1,3.19,13.0,0.3,0.26,0.031,0.9917,2.0,128.0,1
12.2,0.64,7.0,3.17,24.0,0.35,0.32,0.039,0.9918,1.5,125.0,0
10.3,0.78,6.9,3.63,35.0,0.33,0.21,0.056,0.9938,1.4,136.0,0
12.2,0.64,7.0,3.17,24.0,0.35,0.32,0.039,0.9918,1.5,125.0,0
10.4,0.65,7.4,3.52,23.0,0.29,0.17,0.047,0.9939,1.4,107.0,0
11.4,0.49,7.1,3.19,13.0,0.3,0.26,0.031,0.9917,2.0,128.0,1
9.9,0.4,8.5,3.13,32.0,0.34,0.28,0.041,0.9981,13.8,161.0,0
10.0,0.62,7.8,3.32,16.0,0.37,0.3,0.051,0.9941,1.3,96.0,1
11.5,0.38,8.1,3.21,18.0,0.38,0.25,0.051,0.9928,3.8,129.0,0
10.5,0.6,7.7,3.44,29.0,0.29,0.28,0.041,0.9952,6.9,163.0,0
10.5,0.44,7.0,2.98,40.0,0.32,0.22,0.045,0.9914,1.6,120.0,0
9.9,0.4,8.5,3.13,32.0,0.34,0.28,0.041,0.9981,13.8,161.0,0
9.8,0.42,6.9,3.42,44.0,0.33,0.23,0.056,0.998,12.8,169.0,0
8.9,0.46,7.7,3.08,60.0,0.58,0.28,0.046,0.9983,12.1,177.0,1
8.9,0.46,7.7,3.07,64.0,0.61,0.27,0.046,0.9982,12.0,179.0,1
11.5,0.36,6.9,3.21,42.0,0.35,0.25,0.034,0.9947,9.2,150.0,0
11.5,0.36,6.9,3.21,42.0,0.35,0.25,0.034,0.9947,9.2,150.0,0
9.5,0.45,8.4,2.96,16.0,0.31,0.2,0.054,0.99416,2.8,89.0,0
9.7,0.51,6.5,3.35,10.0,0.35,0.39,0.049,0.99516,1.6,164.0,1
9.7,0.79,7.2,3.17,20.0,0.38,0.23,0.067,0.99496,6.1,90.0,1
9.5,0.46,6.9,3.32,10.0,0.42,0.44,0.048,0.9974,8.5,147.0,0
9.4,0.5,7.1,3.16,48.0,0.19,0.28,0.04,0.99579,7.8,184.0,1
10.6,0.44,6.1,3.6,39.0,0.29,0.15,0.046,0.99471,6.2,151.0,0
9.5,0.46,6.9,3.32,10.0,0.42,0.44,0.048,0.9974,8.5,147.0,0
9.1,0.49,7.2,3.16,41.0,0.18,0.29,0.042,0.99644,8.2,180.0,1
9.4,0.5,7.1,3.16,48.0,0.19,0.28,0.04,0.99579,7.8,184.0,1
8.8,0.54,6.1,3.05,49.0,0.45,0.23,0.094,0.99699,10.6,169.0,1
10.4,0.74,6.7,3.54,52.0,0.42,0.23,0.047,0.99758,11.2,171.0,1
8.9,0.51,7.0,3.13,35.0,0.14,0.36,0.043,0.9977,11.6,228.0,1
10.6,0.44,6.1,3.6,39.0,0.29,0.15,0.046,0.99471,6.2,151.0,0
10.6,0.45,7.4,3.28,16.0,0.29,0.2,0.047,0.99243,1.7,100.0,0
9.0,0.47,6.3,3.23,45.0,0.18,0.27,0.048,0.9962,7.7,186.0,1
8.8,0.61,9.2,3.08,46.0,0.54,0.34,0.06,1.00182,17.3,235.0,0
9.5,0.52,7.2,3.16,51.0,0.2,0.29,0.046,0.99582,7.7,174.0,1
9.0,0.47,6.3,3.23,45.0,0.18,0.27,0.048,0.9962,7.7,186.0,1
10.4,0.43,6.2,3.14,47.0,0.19,0.26,0.049,0.9924,3.4,172.0,0
10.0,0.46,7.3,3.38,35.0,0.21,0.21,0.046,0.99466,1.6,133.0,0
10.4,0.68,7.1,2.97,24.0,0.35,0.14,0.039,0.99212,1.4,128.0,1
9.0,0.53,7.2,3.11,34.0,0.54,0.39,0.157,0.99449,1.4,132.0,0
9.3,0.45,7.6,3.24,57.0,0.28,0.48,0.049,0.99748,10.4,205.0,1
9.0,0.53,7.2,3.11,34.0,0.54,0.39,0.157,0.99449,1.4,132.0,0
9.3,0.45,7.6,3.24,57.0,0.28,0.48,0.049,0.99748,10.4,205.0,1
9.0,0.45,6.5,3.18,20.0,0.31,0.36,0.061,0.99475,4.1,134.0,0
11.5,0.44,8.5,3.06,11.0,0.31,0.25,0.032,0.99189,2.8,61.0,0
9.0,0.48,6.9,3.11,49.0,0.21,0.3,0.056,0.99827,15.7,159.0,1
10.4,0.77,6.6,3.52,53.0,0.43,0.19,0.045,0.99752,10.9,154.0,0
9.0,0.48,6.9,3.11,49.0,0.21,0.3,0.056,0.99827,15.7,159.0,1
10.6,0.43,9.4,3.08,20.0,0.32,0.42,0.027,0.99479,6.5,167.0,1
10.4,0.77,6.6,3.52,53.0,0.43,0.19,0.045,0.99752,10.9,154.0,0
8.5,0.4,6.3,3.47,35.0,0.3,0.2,0.034,0.99642,5.9,152.0,0
9.3,0.67,8.5,3.07,47.0,0.56,0.19,0.055,1.00047,17.3,169.0,0
9.9,0.46,6.7,3.39,50.0,0.26,0.25,0.06,0.99784,13.5,156.0,0
10.4,0.42,6.2,3.4,28.0,0.28,0.25,0.035,0.99486,8.5,108.0,0
10.1,0.47,6.1,3.35,10.0,0.32,0.46,0.053,0.99537,6.2,94.0,1
9.4,0.44,6.7,3.17,57.0,0.18,0.31,0.043,0.99566,7.7,200.0,0
10.6,0.39,7.4,3.53,25.0,0.3,0.14,0.033,0.99268,1.3,91.0,0
9.4,0.44,6.7,3.17,57.0,0.18,0.31,0.043,0.99566,7.7,200.0,0
8.7,0.56,7.1,3.08,45.0,0.52,0.4,0.148,0.99468,1.3,149.0,1
10.2,0.54,6.4,3.61,20.0,0.25,0.16,0.047,0.9933,1.3,77.0,0
10.3,0.55,6.3,3.61,18.0,0.22,0.16,0.046,0.99307,1.3,66.0,0
9.5,0.68,7.4,3.06,67.0,0.26,0.33,0.049,0.99907,15.6,210.0,1
9.5,0.68,7.4,3.06,67.0,0.26,0.33,0.049,0.99907,15.6,210.0,1
9.5,0.68,7.4,3.06,67.0,0.26,0.33,0.049,0.99907,15.6,210.0,1
9.5,0.68,7.4,3.06,67.0,0.26,0.33,0.049,0.99907,15.6,210.0,1
9.4,0.49,6.6,3.17,47.0,0.24,0.41,0.158,0.99471,4.9,144.0,1
9.4,0.49,6.7,3.17,49.0,0.23,0.43,0.157,0.99471,5.0,145.0,1
9.5,0.68,7.4,3.06,67.0,0.26,0.33,0.049,0.99907,15.6,210.0,1
10.8,0.56,8.6,3.1,38.0,0.28,0.17,0.047,0.99365,2.7,150.0,0
9.9,0.46,6.5,3.18,39.0,0.23,0.32,0.054,0.99272,1.2,208.0,0
10.0,0.37,7.5,3.23,62.0,0.19,0.42,0.041,0.99508,6.9,150.0,0
9.5,0.53,6.5,3.24,66.0,0.42,0.29,0.042,0.99674,10.6,202.0,0
9.4,0.45,6.6,3.45,25.0,0.28,0.22,0.058,0.99856,12.05,125.0,1
9.0,0.43,6.0,3.21,50.0,0.18,0.26,0.055,0.99591,7.0,194.0,1
9.1,0.48,6.9,3.23,26.0,0.18,0.44,0.051,0.9975,11.8,126.0,1
9.4,0.4,7.5,3.06,15.0,0.2,0.42,0.06,0.9944,1.4,168.0,0
10.0,0.68,5.6,3.21,18.0,0.2,0.295,0.049,0.99378,2.2,134.0,1
9.2,0.44,6.8,2.93,34.0,0.55,0.21,0.053,0.99805,14.6,159.0,1
9.3,0.49,9.4,3.11,36.0,0.3,0.28,0.045,0.99534,1.6,139.0,1
9.8,0.5,8.1,3.14,11.0,0.34,0.28,0.035,0.99232,1.3,126.0,0
9.2,0.44,6.8,2.93,34.0,0.55,0.21,0.053,0.99805,14.6,159.0,1
9.3,0.49,9.4,3.11,36.0,0.3,0.28,0.045,0.99534,1.6,139.0,1
12.2,0.38,7.0,3.31,42.0,0.33,0.19,0.032,0.99182,6.3,127.0,0
11.0,0.58,7.7,3.4,49.0,0.38,0.42,0.061,0.9966,8.1,144.0,0
8.8,0.44,7.5,3.16,51.0,0.62,0.24,0.045,0.99779,10.6,153.0,1
11.8,0.67,8.0,3.1,42.0,0.3,0.2,0.037,0.99379,8.1,130.0,0
10.2,0.55,4.6,3.79,11.0,0.0,0.445,0.053,0.99426,1.4,178.0,1
9.9,0.61,6.1,3.24,23.0,0.04,0.41,0.036,0.99228,1.3,121.0,0
11.1,0.66,7.6,3.35,42.0,0.34,0.2,0.041,0.99335,1.8,148.0,0
9.4,0.48,6.9,3.22,54.0,0.21,0.3,0.045,0.99595,7.2,190.0,1
9.7,0.36,7.0,3.13,7.0,0.17,0.35,0.049,0.99297,1.1,119.0,0
9.7,0.29,6.9,3.11,22.0,0.55,0.35,0.038,0.99687,11.95,111.0,1
9.7,0.36,7.0,3.13,7.0,0.17,0.35,0.049,0.99297,1.1,119.0,0
9.7,0.29,6.9,3.11,22.0,0.55,0.35,0.038,0.99687,11.95,111.0,1
9.8,0.53,7.6,3.19,29.0,0.4,0.3,0.054,0.99445,2.2,175.0,1
9.3,0.59,7.5,3.25,25.0,0.29,0.38,0.05,0.9986,12.7,209.0,0
10.5,0.42,7.5,2.95,31.0,0.32,0.3,0.032,0.99154,1.4,161.0,1
9.3,0.59,6.3,3.47,38.0,0.32,0.4,0.049,0.9981,10.6,209.0,0
8.9,0.43,7.5,3.44,128.0,0.35,0.23,0.058,1.00241,17.8,212.0,1
10.3,0.51,8.3,3.18,50.0,0.34,0.27,0.048,0.99716,10.2,118.0,1
10.6,0.67,6.8,3.29,110.0,0.22,0.26,0.041,0.99437,4.8,198.0,1
9.7,0.62,7.2,3.48,40.0,0.3,0.34,0.051,0.99756,8.4,167.0,1
9.5,0.55,7.0,3.22,21.0,0.26,0.23,0.041,0.99509,7.2,90.0,0
10.3,0.59,7.7,3.49,27.0,0.29,0.29,0.06,0.99572,4.8,156.0,0
9.7,0.62,7.2,3.48,40.0,0.3,0.34,0.051,0.99756,8.4,167.0,1
10.5,0.52,6.7,3.4,39.0,0.27,0.17,0.032,0.99254,1.4,149.0,1
9.5,0.55,7.0,3.22,21.0,0.26,0.23,0.041,0.99509,7.2,90.0,0
10.0,0.49,8.1,3.11,41.0,0.26,0.24,0.043,0.99676,11.0,211.0,0
10.9,0.54,7.5,3.0,24.0,0.29,0.23,0.031,0.99194,2.6,98.0,0
12.2,0.77,8.3,2.95,14.0,0.31,0.26,0.029,0.99077,2.0,141.0,0
9.5,0.62,7.9,3.06,19.0,0.4,0.46,0.168,0.99782,10.1,184.0,1
10.0,0.59,7.9,3.47,46.0,0.22,0.31,0.048,0.99942,13.3,212.0,1
9.6,0.57,7.9,3.11,53.0,0.34,0.25,0.04,0.99708,11.4,202.0,0
8.7,0.46,6.1,3.13,36.0,0.16,0.28,0.06,0.99353,1.3,126.0,0
11.1,0.48,6.5,3.43,26.0,0.28,0.21,0.046,0.99199,1.4,66.0,0
10.4,0.5,7.1,3.3,29.0,0.32,0.34,0.051,0.99354,2.0,130.0,0
11.5,0.37,8.9,3.2,20.0,0.37,0.21,0.028,0.99244,1.2,93.0,1
9.4,0.66,7.4,3.05,60.0,0.27,0.32,0.04,0.99831,12.9,221.0,1
9.3,0.36,6.0,3.03,17.0,0.27,0.495,0.157,0.99396,5.0,129.0,1
10.1,0.49,8.1,3.17,30.0,0.34,0.25,0.05,0.99724,10.1,121.0,0
9.7,0.58,8.2,3.28,14.0,0.46,0.25,0.05,0.99524,3.75,102.0,1
10.5,0.5,6.5,3.49,39.0,0.29,0.18,0.035,0.9927,1.7,144.0,0
9.7,0.42,6.7,3.42,44.0,0.26,0.24,0.053,0.99802,12.6,182.0,1
9.2,0.51,6.6,3.59,42.5,0.24,0.32,0.06,0.99512,1.3,204.0,1
9.8,0.44,7.6,3.19,24.0,0.35,0.32,0.092,0.99438,1.6,138.0,1
9.0,0.52,7.4,3.12,40.0,0.44,0.33,0.05,0.99679,7.6,227.0,1
9.1,0.49,7.2,3.15,40.0,0.3,0.3,0.05,0.99652,8.1,188.0,0
10.4,0.37,7.4,3.25,70.0,0.3,0.34,0.037,0.99698,14.9,169.0,0
10.7,0.46,6.1,3.68,29.0,0.29,0.16,0.03,0.99474,6.0,144.0,0
9.2,0.43,6.2,3.21,47.0,0.73,0.45,0.099,0.99582,7.2,202.0,1
12.0,0.41,7.2,3.3,43.0,0.3,0.2,0.039,0.9911,2.0,188.0,0
12.2,0.43,7.0,3.38,41.0,0.29,0.32,0.036,0.99168,4.9,150.0,0
12.0,0.41,7.2,3.3,43.0,0.3,0.2,0.039,0.9911,2.0,188.0,0
9.8,0.46,7.0,3.29,24.0,0.29,0.22,0.05,0.99556,8.9,90.0,0
9.3,0.51,9.4,3.1,52.5,0.56,0.23,0.063,1.00098,16.45,282.0,1
10.2,0.59,7.0,3.5,37.0,0.42,0.23,0.042,0.99518,5.1,144.0,0
11.0,0.53,6.7,3.28,26.0,0.29,0.26,0.025,0.9929,5.8,74.0,0
8.7,0.41,7.6,3.05,56.0,0.68,0.2,0.042,0.99841,12.9,160.0,1
10.1,0.7,6.5,3.13,32.0,0.29,0.24,0.043,0.99453,8.2,156.0,0
9.6,0.49,6.4,3.25,43.0,0.34,0.17,0.093,0.9938,1.5,136.0,0
8.7,0.49,6.3,3.29,58.0,0.55,0.695,0.056,0.99806,12.9,252.0,1
10.3,0.59,7.0,3.54,28.0,0.29,0.27,0.059,0.9961,3.9,199.0,1
9.1,0.66,8.4,2.98,25.0,0.25,0.3,0.047,1.00016,17.75,218.0,1
11.8,0.41,6.5,3.17,13.0,0.27,0.19,0.037,0.9916,4.9,101.0,0
11.9,0.49,8.0,3.15,26.0,0.39,0.36,0.024,0.99116,1.6,93.0,0
10.3,0.57,6.1,3.66,17.0,0.24,0.16,0.046,0.99319,1.4,77.0,0
10.0,0.56,8.0,3.12,72.0,0.28,0.26,0.038,0.99566,8.2,202.0,0
12.7,0.98,8.8,2.96,19.0,0.36,0.33,0.034,0.99166,2.1,125.0,0
9.6,0.67,9.8,3.04,23.0,0.46,0.16,0.046,0.99587,1.8,130.0,1
9.5,0.49,6.6,3.16,59.0,0.18,0.23,0.044,0.99558,8.5,188.0,1
12.7,0.52,7.9,3.17,23.0,0.26,0.44,0.033,0.99117,4.45,100.0,0
11.0,0.54,7.6,3.34,23.0,0.27,0.31,0.036,0.99399,5.8,109.0,0
9.1,0.5,7.5,3.1,44.0,0.1,0.705,0.044,0.99741,13.0,214.0,1
10.1,0.58,7.0,3.38,30.0,0.26,0.16,0.047,0.99622,7.3,220.0,0
9.2,0.5,8.0,3.05,50.0,0.25,0.27,0.045,1.00051,19.1,208.0,0
10.0,0.5,8.2,2.98,23.0,0.3,0.24,0.05,0.99397,2.3,106.0,1
10.1,0.58,7.0,3.38,30.0,0.26,0.16,0.047,0.99622,6.85,220.0,0
9.0,0.46,7.3,3.15,45.0,0.09,0.815,0.044,0.99713,11.4,204.0,1
9.5,0.42,6.3,3.16,25.0,0.16,0.41,0.032,0.99274,0.9,98.0,1
9.1,0.53,6.1,3.39,67.0,0.41,0.36,0.07,1.00118,19.35,207.0,1
9.5,0.55,6.8,3.26,53.0,0.43,0.26,0.045,0.9969,11.75,198.0,1
9.2,0.72,6.2,3.56,28.0,0.18,0.44,0.096,0.99771,7.7,210.0,1
10.1,0.68,7.2,3.36,17.0,0.29,0.24,0.036,0.99411,3.0,117.0,0
9.2,0.72,6.2,3.56,28.0,0.18,0.44,0.096,0.99771,7.7,210.0,1
10.1,0.68,7.2,3.36,17.0,0.29,0.24,0.036,0.99411,3.0,117.0,0
11.2,0.48,7.3,3.27,32.0,0.26,0.22,0.04,0.99194,1.5,172.0,0
9.8,0.55,8.1,3.14,70.0,0.28,0.34,0.04,0.99558,7.5,230.0,0
11.2,0.48,7.3,3.27,32.0,0.26,0.22,0.04,0.99194,1.5,172.0,0
9.8,0.55,8.1,3.14,70.0,0.28,0.34,0.04,0.99558,7.5,230.0,0
9.4,0.46,6.4,3.22,61.0,0.17,0.28,0.042,0.99577,8.3,195.0,1
9.0,0.42,6.3,3.23,50.0,0.14,0.29,0.045,0.99564,7.05,177.0,1
9.4,0.47,6.4,3.21,60.0,0.17,0.27,0.044,0.99578,8.4,198.0,1
8.9,0.5,7.4,3.11,63.0,0.2,0.35,0.054,0.99888,13.9,229.0,0
9.1,0.56,8.3,3.02,48.0,0.27,0.28,0.045,1.00014,17.5,253.0,0
9.4,0.43,6.9,3.17,29.0,0.28,0.43,0.056,0.99594,9.4,183.0,1
10.0,0.5,8.0,3.13,34.0,0.28,0.26,0.05,0.99437,4.8,150.0,0
9.4,0.43,6.9,3.17,29.0,0.28,0.43,0.056,0.99594,9.4,183.0,1
9.9,0.75,7.3,3.48,36.0,0.37,0.27,0.042,0.9979,9.7,130.0,0
10.0,0.47,6.8,3.14,49.0,0.26,0.46,0.147,0.99434,6.3,159.0,1
11.5,1.06,7.2,3.17,13.0,0.28,0.2,0.028,0.99203,1.6,168.0,0
9.2,0.45,7.6,3.0,32.0,0.32,0.285,0.063,0.998,14.6,201.0,1
10.0,0.6,6.6,3.15,40.0,0.33,0.32,0.052,0.99316,2.5,219.5,1
9.2,0.45,7.6,3.0,32.0,0.32,0.285,0.063,0.998,14.6,201.0,1
10.0,0.61,6.6,3.15,40.5,0.34,0.34,0.051,0.99314,2.6,210.0,1
10.0,0.6,6.6,3.15,40.0,0.33,0.32,0.052,0.99316,2.5,210.0,1
9.8,0.64,6.5,3.43,21.0,0.26,0.27,0.042,0.99612,8.2,133.0,0
10.5,0.62,6.6,3.36,19.0,0.27,0.26,0.04,0.99295,1.5,114.0,0
10.6,0.63,6.7,3.45,61.0,0.26,0.27,0.043,0.99394,2.3,181.0,0
9.4,0.52,6.6,3.28,38.0,0.15,0.56,0.037,0.99642,10.0,157.0,1
9.4,0.52,6.6,3.28,38.0,0.15,0.56,0.037,0.99642,10.0,157.0,1
10.8,0.56,6.3,3.53,36.0,0.26,0.2,0.027,0.99268,1.6,141.0,0
9.0,0.67,7.1,3.3,58.0,0.3,0.29,0.036,0.99954,16.0,201.0,1
9.6,0.58,7.8,3.07,47.0,0.33,0.32,0.031,0.99692,10.4,194.0,0
10.6,0.54,8.1,3.19,36.0,0.36,0.33,0.037,0.99592,7.4,156.0,0
10.6,0.54,8.1,3.19,36.0,0.36,0.33,0.037,0.99592,7.4,156.0,0
9.6,0.58,7.8,3.07,47.0,0.33,0.32,0.031,0.99692,10.4,194.0,0
9.2,0.52,6.6,3.08,31.0,0.24,0.33,0.045,0.99822,16.05,147.0,1
9.2,0.52,6.6,3.08,31.0,0.24,0.33,0.045,0.99822,16.05,147.0,1
9.5,0.49,8.2,2.89,11.0,0.33,0.26,0.053,0.99402,2.6,71.0,1
9.5,0.48,8.3,2.89,12.0,0.33,0.25,0.053,0.99404,2.5,72.0,1
8.8,0.46,6.0,3.08,35.0,0.15,0.26,0.053,0.99347,1.2,124.0,1
8.7,0.44,7.5,2.98,53.0,0.78,0.28,0.041,0.99838,12.1,161.0,1
8.7,0.44,7.5,2.98,51.0,0.79,0.27,0.04,0.99839,11.95,159.0,1
10.2,0.62,7.0,3.2,27.0,0.32,0.28,0.038,0.99375,1.7,128.0,0
10.1,0.51,5.2,3.25,26.0,0.34,0.16,0.029,0.99155,0.8,77.0,0
9.5,0.41,6.8,3.21,29.0,0.1,0.34,0.049,0.9936,1.4,118.0,1
9.5,0.51,7.6,3.1,34.0,0.34,0.25,0.056,0.99434,1.3,176.0,1
10.7,0.4,8.8,3.13,12.0,0.23,0.24,0.032,0.99571,10.3,97.0,0
10.1,0.54,6.0,3.11,20.0,0.21,0.29,0.043,0.99658,15.55,142.0,0
9.8,0.53,7.4,3.22,19.0,0.09,0.56,0.071,0.99496,1.5,117.0,1
9.0,0.49,6.8,3.08,52.0,0.49,0.29,0.142,0.9937,1.4,148.0,0
9.5,0.48,6.3,3.19,58.0,0.37,0.27,0.047,0.99542,7.9,215.0,0
9.4,0.49,6.6,3.37,18.0,0.3,0.24,0.052,0.99825,13.0,143.0,0
10.2,0.61,6.8,3.24,22.0,0.3,0.32,0.049,0.99289,1.0,113.0,1
9.8,0.5,6.4,3.1,39.5,0.37,0.37,0.041,0.99432,4.85,216.5,0
9.5,0.48,6.2,3.19,54.0,0.37,0.26,0.047,0.99523,7.1,201.0,0
9.5,0.48,6.3,3.19,58.0,0.37,0.27,0.047,0.99542,7.9,215.0,0
9.0,0.49,6.4,3.17,55.0,0.16,0.3,0.05,0.9959,7.5,191.0,1
10.1,0.55,8.0,3.1,61.0,0.32,0.28,0.045,0.99543,7.6,204.0,0
8.8,0.45,6.7,3.02,37.0,0.32,0.24,0.079,0.99662,10.3,122.0,1
11.9,0.51,7.9,2.97,25.0,0.27,0.27,0.034,0.99088,1.7,122.0,0
