A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
9.7,0.53,9.4,3.31,18.0,0.28,0.615,0.087,1.0001,3.2,72.0,1
10.8,0.62,11.8,3.11,5.0,0.55,0.38,0.071,0.9986,2.1,19.0,0
10.1,0.57,10.6,3.08,26.0,0.43,1.02,0.076,0.9984,2.9,88.0,0
9.5,0.67,7.0,3.47,8.0,0.02,0.65,0.066,0.9972,2.1,25.0,0
9.4,0.67,7.0,3.47,9.0,0.02,0.64,0.067,0.997,2.1,23.0,0
9.9,0.49,8.4,3.37,11.0,0.15,1.035,0.073,0.999,6.0,54.0,1
10.0,0.47,7.0,3.4,10.0,0.08,0.78,0.093,0.9956,2.0,19.0,1
10.5,0.51,7.4,3.37,16.0,0.19,0.49,0.077,0.9966,3.0,37.0,1
11.6,0.61,7.8,3.34,11.0,0.12,0.545,0.068,0.996,2.5,35.0,0
10.0,0.66,9.7,3.27,13.0,0.47,0.31,0.062,0.9983,1.6,33.0,0
10.1,0.57,10.6,3.06,21.0,0.43,1.025,0.08,0.9985,2.8,84.0,1
9.5,0.61,8.9,3.38,16.0,0.34,0.565,0.093,0.9998,3.0,112.0,1
9.4,0.45,8.7,3.36,13.0,0.0,0.69,0.084,0.9992,3.2,33.0,1
9.4,0.46,8.0,3.34,10.0,0.36,0.43,0.075,0.9976,2.3,48.0,1
9.8,0.51,9.9,3.28,21.0,0.28,0.74,0.078,0.998,2.6,77.0,1
9.2,0.48,7.2,3.29,13.0,0.18,0.49,0.069,0.9967,2.7,34.0,0
9.4,0.46,8.0,3.34,10.0,0.36,0.43,0.075,0.9976,2.3,48.0,1
10.0,0.57,7.6,3.21,12.0,0.11,0.46,0.079,0.9968,2.6,49.0,1
9.6,0.44,8.4,3.22,10.0,0.04,0.56,0.082,0.9976,2.0,22.0,1
9.5,0.54,7.1,3.46,17.0,0.0,0.66,0.086,0.9976,3.9,45.0,1
9.6,0.44,8.4,3.22,10.0,0.04,0.56,0.082,0.9976,2.0,22.0,1
9.2,0.53,8.9,3.1,35.0,0.24,0.48,0.094,0.9982,2.85,106.0,1
10.0,0.59,7.6,3.21,15.0,0.08,0.42,0.084,0.9968,2.7,48.0,1
9.5,1.62,7.1,2.94,36.0,0.3,0.31,0.053,0.9965,2.2,127.0,1
10.4,0.55,9.0,3.29,5.0,0.17,0.66,0.077,0.9976,3.0,13.0,1
11.1,0.72,8.1,3.43,18.0,0.09,0.72,0.084,0.9994,2.8,49.0,0
9.5,0.68,6.4,3.46,4.0,0.02,0.57,0.067,0.997,1.8,11.0,1
9.5,0.68,6.4,3.46,4.0,0.02,0.57,0.067,0.997,1.8,11.0,1
12.7,0.49,6.4,3.61,27.0,0.03,0.865,0.071,0.995,3.2,58.0,0
9.6,0.67,9.5,3.17,12.0,0.66,0.55,0.387,0.9982,2.3,37.0,1
11.5,0.52,8.9,3.44,4.0,0.13,0.875,0.088,0.9994,3.45,14.0,1
9.6,0.47,7.3,3.39,10.0,0.03,0.835,0.092,0.9966,2.1,19.0,1
9.5,0.6,7.0,3.55,16.0,0.34,0.45,0.082,0.998,2.7,72.0,1
9.3,0.62,7.7,3.48,9.0,0.2,0.56,0.075,0.9987,2.0,39.0,1
9.5,0.5,7.7,3.26,11.0,0.1,0.965,0.112,0.9963,2.1,22.0,1
9.5,0.5,7.7,3.26,11.0,0.1,0.965,0.112,0.9963,2.1,22.0,1
9.3,0.65,8.2,3.5,19.0,0.0,0.59,0.093,1.0002,2.5,58.0,0
9.2,0.56,9.0,3.1,28.0,0.23,0.46,0.092,0.9983,2.8,104.0,1
9.3,0.6,9.0,3.35,19.0,0.0,0.69,0.088,0.999,2.4,38.0,1
11.5,0.68,8.3,3.45,12.0,0.29,0.76,0.075,0.9965,4.2,16.0,0
9.5,0.57,9.2,3.21,28.0,0.24,0.53,0.078,0.99788,2.6,139.0,1
9.2,0.65,6.5,3.46,9.0,0.0,0.615,0.065,0.9972,1.9,18.0,1
10.0,0.53,11.6,3.13,25.0,0.58,0.41,0.096,1.00024,2.8,101.0,1
9.5,0.51,11.1,3.13,21.0,0.54,0.39,0.095,1.0001,2.7,101.0,1
9.5,0.73,7.3,3.52,12.0,0.18,0.51,0.07,0.99768,2.1,28.0,0
9.0,0.47,8.2,3.3,12.0,0.38,0.34,0.08,0.9978,2.5,57.0,0
9.4,0.48,8.6,3.3,16.0,0.4,0.33,0.083,0.99782,2.6,68.0,1
9.6,0.72,7.2,3.52,12.0,0.18,0.5,0.071,0.99761,2.1,31.0,0
9.5,0.73,7.3,3.52,12.0,0.18,0.51,0.07,0.99768,2.1,28.0,0
9.5,0.55,8.3,3.29,17.0,0.1,0.65,0.089,0.99803,2.9,40.0,1
9.5,0.55,8.3,3.29,17.0,0.1,0.65,0.089,0.99803,2.9,40.0,1
9.4,0.61,7.6,3.39,24.0,0.13,0.54,0.097,0.99785,2.5,66.0,1
9.5,0.55,8.3,3.29,17.0,0.1,0.65,0.089,0.99803,2.9,40.0,1
9.1,1.06,7.8,3.09,14.0,0.68,0.48,0.415,0.99656,1.7,32.0,0
10.7,0.43,7.8,3.51,22.0,0.07,0.91,0.058,0.99525,1.9,47.0,0
11.2,0.46,6.3,3.6,15.0,0.01,0.98,0.057,0.99488,2.0,33.0,0
9.8,0.5,8.1,3.25,10.0,0.0,0.87,0.084,0.99656,2.2,31.0,1
9.8,0.5,8.1,3.25,10.0,0.0,0.87,0.084,0.99656,2.2,31.0,1
9.2,0.52,8.8,3.19,33.0,0.21,0.42,0.092,0.99823,2.5,88.0,1
9.7,0.57,9.0,3.23,9.0,0.25,0.58,0.075,0.99779,2.8,104.0,1
9.6,0.42,9.3,3.25,5.0,0.26,0.655,0.096,0.99738,2.0,35.0,1
10.0,0.53,8.8,3.31,8.0,0.0,0.7,0.069,0.99701,1.7,19.0,0
9.6,0.42,9.3,3.25,5.0,0.26,0.655,0.096,0.99738,2.0,35.0,1
9.5,0.55,9.1,3.31,11.0,0.11,0.68,0.093,0.99888,2.8,44.0,0
9.5,0.54,9.2,3.31,12.0,0.1,0.67,0.091,0.99888,3.0,48.0,0
9.4,0.54,8.8,3.14,12.0,0.18,0.59,0.089,0.99738,2.9,74.0,1
9.5,0.62,7.5,3.45,13.0,0.32,0.6,0.103,0.99938,2.7,98.0,1
9.7,0.53,7.1,3.55,24.0,0.02,0.59,0.082,0.99744,2.3,94.0,0
9.6,0.54,7.9,3.39,7.0,0.01,0.72,0.076,0.99668,1.9,32.0,1
9.7,0.53,7.1,3.55,24.0,0.02,0.59,0.082,0.99744,2.3,94.0,0
9.4,0.55,9.4,3.28,23.0,0.26,0.685,0.082,0.9978,2.4,143.0,1
9.4,0.55,9.5,3.27,23.0,0.27,0.57,0.082,0.99782,2.3,144.0,1
9.5,0.92,7.9,3.3,1.0,0.29,0.4,0.157,0.9973,1.8,44.0,0
9.5,0.91,7.9,3.31,2.0,0.3,0.4,0.157,0.99727,1.8,45.0,0
10.0,0.46,7.2,3.43,7.0,0.0,1.0,0.102,0.99586,3.0,16.0,1
10.3,0.6,6.9,3.4,5.5,0.18,0.765,0.243,0.99612,2.4,48.0,0
10.3,0.59,6.9,3.4,6.0,0.17,0.635,0.241,0.9961,2.4,18.0,0
10.5,0.61,8.3,3.36,7.0,0.3,0.43,0.079,0.99788,3.4,34.0,1
9.8,0.6,7.1,3.5,21.0,0.03,0.52,0.076,0.99745,2.6,92.0,1
9.4,0.6,7.0,3.31,12.0,0.0,0.57,0.19,0.99676,2.0,45.0,0
9.8,0.65,6.5,3.66,9.0,0.14,0.46,0.114,0.99732,2.4,37.0,1
10.0,0.53,9.0,3.36,26.0,0.05,0.82,0.081,0.99814,2.4,96.0,1
9.8,0.65,6.5,3.66,9.0,0.14,0.46,0.114,0.99732,2.4,37.0,1
9.8,0.59,7.1,3.55,20.0,0.01,0.59,0.077,0.99746,2.5,85.0,1
9.5,0.5,9.9,3.21,11.0,0.41,0.35,0.083,0.9982,2.3,61.0,1
9.5,0.5,9.9,3.21,11.0,0.41,0.35,0.083,0.9982,2.3,61.0,1
10.1,0.56,10.0,3.18,19.0,0.24,0.56,0.079,0.9991,2.2,58.0,0
10.1,0.56,10.0,3.18,19.0,0.24,0.56,0.079,0.9991,2.2,58.0,0
9.3,0.52,8.6,3.09,21.0,0.17,0.63,0.099,0.998,2.9,119.0,1
9.7,0.68,7.4,3.33,18.0,0.43,0.37,0.082,0.99708,2.6,82.0,0
9.6,0.54,8.8,3.23,25.0,0.17,0.64,0.084,0.99818,2.9,130.0,1
9.7,0.6,7.1,3.48,17.0,0.02,0.61,0.081,0.99745,2.5,87.0,0
10.8,0.56,7.7,3.38,7.0,0.0,0.6,0.055,0.99639,2.6,13.0,1
12.5,0.53,10.1,3.17,7.0,0.54,0.27,0.065,0.99531,2.3,26.0,0
10.2,1.18,10.8,2.99,7.0,0.3,0.89,0.132,0.99786,2.6,60.0,1
9.6,0.74,8.7,3.1,24.0,0.31,0.46,0.126,0.99746,2.5,64.0,1
10.7,0.52,9.4,3.29,5.0,0.34,0.5,0.082,0.9987,3.6,14.0,0
10.7,0.52,9.4,3.29,5.0,0.34,0.5,0.082,0.9987,3.6,14.0,0
9.4,0.51,7.2,3.25,26.0,0.08,0.61,0.082,0.99641,4.0,108.0,1
10.0,0.44,8.6,3.23,8.0,0.09,0.55,0.068,0.99735,3.3,17.0,1
9.6,0.66,7.7,3.24,14.0,0.08,0.56,0.114,0.9971,2.5,46.0,0
9.9,0.57,8.4,3.26,4.0,0.22,0.52,0.084,0.99682,2.7,18.0,0
9.2,0.86,7.4,3.26,4.0,0.12,0.53,0.165,0.99702,1.9,12.0,1
10.3,0.55,7.6,3.22,4.0,0.31,0.48,0.07,0.99693,2.8,15.0,0
10.5,0.47,7.3,3.3,4.0,0.1,0.49,0.068,0.99562,2.6,14.0,1
10.9,0.68,12.9,3.09,7.0,0.55,0.5,0.072,1.00012,2.8,24.0,0
10.8,0.71,10.8,3.24,20.0,0.33,0.45,0.099,0.99818,2.5,38.0,1
11.3,0.76,12.6,3.21,19.0,0.54,0.41,0.103,0.99939,2.8,41.0,0
10.8,0.71,10.8,3.24,20.0,0.33,0.45,0.099,0.99818,2.5,38.0,1
10.5,0.58,9.8,3.23,8.0,0.19,0.51,0.081,0.9984,3.2,30.0,0
11.9,0.73,10.8,3.28,19.0,0.42,0.29,0.084,0.99545,1.6,27.0,0
9.4,0.45,7.1,3.29,21.0,0.0,0.715,0.071,0.99632,2.35,47.0,1
9.6,0.54,9.1,3.28,9.0,0.15,0.66,0.097,0.99976,3.2,59.0,1
9.7,0.6,7.0,3.34,9.0,0.0,0.685,0.099,0.99606,1.9,22.0,1
9.8,0.64,6.7,3.61,15.0,0.13,0.54,0.076,0.9973,2.0,36.0,1
9.8,0.64,6.7,3.61,15.0,0.13,0.54,0.076,0.9973,2.0,36.0,1
10.3,0.53,7.1,3.24,6.0,0.28,0.48,0.068,0.99682,2.8,16.0,1
10.7,0.49,7.1,3.36,15.0,0.14,0.46,0.076,0.99624,2.8,37.0,1
10.7,0.49,7.1,3.36,15.0,0.14,0.46,0.076,0.99624,2.8,37.0,1
11.1,0.77,5.9,3.56,16.0,0.08,0.61,0.071,0.99376,2.1,24.0,0
11.1,0.77,5.9,3.56,16.0,0.08,0.61,0.071,0.99376,2.1,24.0,0
9.4,0.47,8.8,3.32,16.0,0.26,0.685,0.088,0.99694,1.6,23.0,1
9.3,0.51,7.6,3.39,27.0,0.1,0.665,0.066,0.99655,1.5,55.0,1
10.0,0.47,6.0,3.46,13.0,0.04,0.5,0.092,0.99647,2.2,26.0,1
10.3,0.63,6.6,3.45,21.0,0.0,0.66,0.115,0.99629,3.0,31.0,1
10.9,0.72,10.6,3.23,34.0,0.45,0.5,0.119,0.99708,2.6,68.0,0
9.4,0.62,7.1,3.28,9.0,0.35,0.685,0.088,0.9963,2.0,92.0,1
10.6,0.83,9.9,3.18,26.0,0.46,0.25,0.062,0.9959,1.7,42.0,0
9.8,0.66,6.4,3.59,14.0,0.21,0.64,0.081,0.99689,1.8,31.0,1
9.8,0.66,6.4,3.59,14.0,0.21,0.64,0.081,0.99689,1.8,31.0,1
9.9,0.7,7.4,3.5,12.0,0.16,0.68,0.078,0.9977,1.8,39.0,0
9.8,0.66,6.4,3.59,14.0,0.21,0.64,0.081,0.99689,1.8,31.0,1
9.8,0.66,6.4,3.58,12.0,0.21,0.63,0.08,0.99689,1.6,32.0,1
9.5,0.55,9.3,3.28,9.0,0.44,0.43,0.085,0.99708,1.9,22.0,1
9.5,0.55,9.3,3.28,9.0,0.44,0.43,0.085,0.99708,1.9,22.0,1
9.7,1.07,8.0,3.22,26.0,0.32,0.42,0.08,0.99801,2.5,122.0,1
10.9,0.73,9.3,3.47,41.0,0.39,0.36,0.08,0.99652,1.5,55.0,0
10.9,0.73,9.3,3.47,41.0,0.39,0.36,0.08,0.99652,1.5,55.0,0
10.9,0.73,9.3,3.47,41.0,0.39,0.36,0.08,0.99652,1.5,55.0,0
11.2,0.82,6.8,3.4,15.0,0.22,0.56,0.074,0.99438,1.8,24.0,0
9.5,0.54,7.2,3.51,15.0,0.06,0.62,0.077,0.99746,2.7,85.0,1
11.5,0.6,5.8,3.66,15.0,0.66,1.01,0.039,0.99357,2.0,88.0,0
10.4,0.44,7.5,3.24,7.0,0.32,0.42,0.067,0.99628,2.7,25.0,1
9.7,0.53,7.2,3.51,17.0,0.06,0.62,0.078,0.99746,2.5,84.0,1
9.5,0.54,7.2,3.51,15.0,0.06,0.62,0.077,0.99746,2.7,85.0,1
9.7,0.54,7.2,3.51,16.0,0.07,0.635,0.077,0.99748,2.6,86.0,1
11.3,0.83,6.8,3.41,13.0,0.22,0.49,0.071,0.99438,2.3,24.0,0
11.2,0.84,6.9,3.4,13.0,0.23,0.51,0.072,0.99438,2.0,22.0,0
11.2,0.82,6.8,3.4,15.0,0.22,0.56,0.074,0.99438,1.8,24.0,0
10.9,0.64,7.6,3.44,27.0,0.03,0.63,0.08,0.99578,2.0,43.0,0
11.8,0.57,7.7,3.41,31.0,0.01,0.715,0.064,0.99371,2.1,43.0,0
10.6,0.57,6.9,3.53,36.0,0.03,0.56,0.086,0.99522,1.5,46.0,1
11.8,0.57,7.7,3.41,31.0,0.01,0.715,0.064,0.99371,2.1,43.0,0
10.0,0.5,8.8,3.22,30.0,0.19,0.61,0.094,0.99787,4.0,69.0,0
9.5,0.55,7.2,3.53,18.0,0.04,0.6,0.076,0.99745,2.5,88.0,1
9.9,0.49,9.2,3.15,10.0,0.18,0.56,0.078,0.99576,1.6,21.0,1
11.4,0.65,7.6,3.48,30.0,0.0,0.715,0.068,0.99533,2.1,35.0,0
12.0,0.78,8.4,3.22,14.0,0.29,0.31,0.194,0.99536,3.1,26.0,0
9.5,0.55,7.2,3.53,18.0,0.04,0.6,0.076,0.99745,2.5,88.0,1
10.0,0.5,8.8,3.22,30.0,0.19,0.61,0.094,0.99787,4.0,69.0,0
10.5,0.64,8.9,3.34,9.0,0.14,0.75,0.086,0.99824,2.5,30.0,1
10.4,0.65,9.0,3.33,8.0,0.12,0.8,0.083,0.99836,2.4,28.0,0
11.2,0.56,6.8,3.43,32.0,0.0,0.57,0.072,0.99491,2.5,64.0,0
9.3,0.68,10.7,3.22,23.0,0.34,0.9,0.112,1.00289,6.6,99.0,1
10.1,0.58,7.2,3.44,30.0,0.24,0.34,0.071,0.99576,2.0,52.0,1
9.7,0.57,7.2,3.53,16.0,0.03,0.66,0.078,0.99743,2.3,86.0,1
9.3,0.65,10.1,3.22,10.0,0.23,0.45,0.082,0.99774,1.9,18.0,0
9.7,0.57,7.2,3.53,16.0,0.03,0.66,0.078,0.99743,2.3,86.0,1
9.8,0.58,7.2,3.53,17.0,0.03,0.63,0.08,0.99745,2.2,88.0,0
10.7,0.58,7.1,3.42,27.0,0.01,0.59,0.08,0.9955,2.3,43.0,0
10.7,0.58,7.1,3.42,27.0,0.01,0.59,0.08,0.9955,2.3,43.0,0
11.8,0.69,8.9,3.4,10.0,0.36,0.31,0.056,0.99562,2.6,39.0,1
9.5,0.59,9.2,3.23,15.0,0.2,0.58,0.081,0.998,3.0,115.0,1
11.0,0.71,7.2,3.39,12.0,0.27,0.54,0.084,0.9964,2.6,78.0,1
11.5,0.54,6.1,3.59,6.0,0.0,0.56,0.079,0.9948,2.2,9.0,0
10.8,0.59,7.4,3.43,34.0,0.13,0.52,0.078,0.99528,2.4,61.0,0
11.5,0.52,7.3,3.29,7.0,0.39,0.305,0.059,0.99331,1.2,11.0,0
13.2,0.57,9.3,3.23,3.0,0.48,0.38,0.132,0.99577,3.8,11.0,0
10.9,0.6,9.1,3.18,3.0,0.46,0.28,0.114,0.99901,9.0,9.0,0
12.2,0.62,10.0,3.33,4.0,0.44,0.46,0.065,0.99674,2.9,8.0,0
11.5,0.52,7.3,3.29,7.0,0.39,0.305,0.059,0.99331,1.2,11.0,0
11.9,0.67,8.6,3.27,3.0,0.4,0.315,0.079,0.99512,2.2,6.0,0
11.0,0.61,5.3,3.62,7.0,0.19,0.715,0.161,0.99395,1.5,62.0,1
10.1,0.64,6.8,3.38,26.0,0.31,0.41,0.084,0.99824,8.8,45.0,0
11.0,0.72,8.4,3.3,32.0,0.32,0.36,0.081,0.9964,2.2,79.0,0
11.8,0.89,8.4,3.38,38.0,0.12,0.62,0.072,0.99504,1.8,46.0,0
10.5,0.56,9.6,3.24,10.0,0.37,0.41,0.091,0.99786,2.3,23.0,1
11.0,0.72,8.4,3.3,32.0,0.32,0.36,0.081,0.9964,2.2,79.0,0
11.8,0.89,8.4,3.38,38.0,0.12,0.62,0.072,0.99504,1.8,46.0,0
10.1,0.64,6.8,3.38,26.0,0.31,0.41,0.084,0.99824,8.8,45.0,0
11.2,0.8,8.6,3.18,14.0,0.27,0.47,0.055,0.99516,2.3,28.0,1
10.2,0.9,9.4,3.47,52.0,0.33,0.24,0.061,0.99786,2.3,73.0,0
11.2,0.8,8.6,3.18,14.0,0.27,0.47,0.055,0.99516,2.3,28.0,1
10.5,0.73,6.6,3.69,8.0,0.01,0.61,0.08,0.99746,1.9,25.0,1
9.8,0.65,7.4,3.48,13.0,0.01,0.61,0.074,0.99748,2.0,38.0,1
9.5,0.59,7.6,3.45,29.0,0.29,0.4,0.078,0.9971,1.9,66.0,0
9.8,0.65,7.4,3.48,13.0,0.01,0.61,0.074,0.99748,2.0,38.0,1
10.5,0.73,6.6,3.69,8.0,0.01,0.61,0.08,0.99746,1.9,25.0,1
11.8,0.72,8.8,3.39,19.0,0.38,0.3,0.06,0.99543,2.3,72.0,0
11.8,0.72,8.8,3.39,19.0,0.38,0.3,0.06,0.99543,2.3,72.0,0
11.4,0.54,6.2,3.61,7.0,0.17,0.46,0.073,0.99425,1.6,11.0,1
12.2,0.54,7.6,3.44,6.0,0.4,0.43,0.082,0.99538,2.7,11.0,0
10.4,0.67,8.5,3.36,9.0,0.52,0.21,0.09,0.99648,1.9,23.0,1
11.3,0.62,9.0,3.31,5.0,0.52,0.36,0.111,0.99568,2.1,10.0,0
11.1,0.58,9.5,3.29,12.0,0.52,0.37,0.088,0.99613,2.0,51.0,0
10.0,0.61,8.0,3.36,12.0,0.05,0.59,0.089,0.99735,2.0,32.0,1
11.1,0.85,8.5,3.16,18.0,0.27,0.47,0.058,0.99518,1.9,38.0,0
9.3,0.62,7.1,3.27,7.0,0.14,0.56,0.078,0.99592,1.6,18.0,1
9.5,0.69,6.6,3.38,6.0,0.02,0.57,0.115,0.99654,2.1,16.0,1
11.2,0.69,8.8,3.15,20.0,0.39,0.27,0.1,0.99546,2.0,27.0,0
11.1,0.85,8.5,3.16,18.0,0.27,0.47,0.058,0.99518,1.9,38.0,0
11.0,0.86,8.3,3.34,24.0,0.4,0.34,0.065,0.99554,2.4,48.0,0
9.2,0.48,8.5,3.13,23.0,0.2,0.66,0.097,0.99733,2.1,113.0,1
12.2,0.6,9.0,3.2,29.0,0.43,0.4,0.068,0.9943,2.4,46.0,0
10.2,0.61,6.7,3.46,7.0,0.09,0.56,0.079,0.99669,2.9,22.0,1
10.9,0.87,10.4,3.33,6.0,0.48,0.26,0.066,0.99724,1.9,10.0,0
10.9,0.87,10.4,3.33,6.0,0.48,0.26,0.066,0.99724,1.9,10.0,0
10.7,0.63,8.5,3.52,6.0,0.44,0.34,0.079,0.99605,1.7,12.0,1
9.4,0.52,7.2,3.44,35.0,0.3,0.41,0.083,0.997,2.1,72.0,1
9.4,0.52,7.2,3.44,35.0,0.3,0.41,0.083,0.997,2.1,72.0,1
9.1,0.5,8.4,3.15,31.0,0.29,0.59,0.109,0.99801,2.6,119.0,1
10.4,0.63,12.2,3.13,3.0,0.49,0.45,0.075,0.9969,1.4,6.0,1
10.5,0.71,9.1,3.32,8.0,0.3,0.5,0.065,0.99774,1.9,17.0,0
10.0,0.62,9.5,3.25,13.0,0.26,0.86,0.079,0.99712,1.9,28.0,1
12.9,0.82,7.3,3.34,51.0,0.32,0.52,0.07,0.99418,2.1,70.0,0
10.5,0.71,9.1,3.32,8.0,0.3,0.5,0.065,0.99774,1.9,17.0,0
10.4,0.63,12.2,3.13,3.0,0.49,0.45,0.075,0.9969,1.4,6.0,1
11.3,0.58,7.4,3.45,7.0,0.0,0.58,0.064,0.99562,2.0,11.0,0
9.4,0.5,7.1,3.44,35.0,0.3,0.36,0.08,0.99693,1.6,70.0,1
9.4,0.49,7.7,3.16,19.0,0.12,0.39,0.097,0.99596,1.7,27.0,1
10.9,0.51,9.7,3.14,14.0,0.4,0.295,0.073,0.99556,1.5,21.0,0
9.4,0.49,7.7,3.16,19.0,0.12,0.39,0.097,0.99596,1.7,27.0,1
9.4,0.48,7.1,3.45,31.0,0.28,0.34,0.082,0.99694,2.0,68.0,1
9.4,0.48,6.5,3.36,30.0,0.1,0.4,0.076,0.99554,2.0,47.0,0
9.4,0.48,7.1,3.45,31.0,0.28,0.34,0.082,0.99694,2.0,68.0,1
9.4,0.43,10.0,3.15,20.0,0.45,0.35,0.092,0.99918,2.5,88.0,1
10.1,0.62,7.7,3.39,19.0,0.06,0.6,0.079,0.99697,2.0,41.0,0
9.1,0.48,8.9,3.12,4.0,0.34,0.84,0.05,0.99554,1.4,10.0,0
12.9,0.53,6.4,3.47,7.0,0.0,0.69,0.055,0.99162,1.65,12.0,0
10.3,0.54,8.2,3.25,27.0,0.29,0.43,0.081,0.99603,1.6,45.0,1
10.9,0.68,9.6,3.18,26.0,0.36,0.5,0.116,0.99722,2.8,55.0,1
10.4,0.55,8.9,3.17,12.0,0.31,0.32,0.088,0.9957,2.0,19.0,0
10.0,0.48,7.7,3.23,11.0,0.15,1.005,0.102,0.99604,2.1,32.0,1
10.0,0.58,7.5,3.38,22.0,0.0,0.71,0.092,0.99635,1.6,31.0,0
11.2,0.58,8.0,3.22,3.0,0.16,0.58,0.12,0.99454,2.0,7.0,0
11.4,0.84,10.5,3.06,14.0,0.46,0.39,0.075,0.99598,2.2,27.0,0
12.7,0.44,8.0,2.89,36.0,0.37,0.18,0.049,0.99007,0.9,109.0,0
12.7,0.44,8.0,2.89,36.0,0.37,0.18,0.049,0.99007,0.9,109.0,0
10.4,0.61,7.0,3.53,10.0,0.14,0.5,0.078,0.99636,1.8,23.0,1
11.9,0.53,11.3,3.2,3.0,0.66,0.36,0.123,0.99642,2.4,8.0,0
11.9,0.53,11.3,3.2,3.0,0.66,0.36,0.123,0.99642,2.4,8.0,0
10.5,0.54,7.0,3.35,4.0,0.09,0.51,0.062,0.99584,2.1,9.0,1
12.3,0.55,8.2,3.27,3.0,0.42,0.32,0.098,0.99506,2.3,9.0,0
10.4,0.6,8.6,3.33,17.0,0.0,0.83,0.095,0.99822,2.8,43.0,0
12.6,0.56,7.9,3.41,14.0,0.32,0.31,0.066,0.99364,1.9,36.0,0
11.6,0.52,6.4,3.49,28.0,0.0,0.795,0.065,0.99378,2.2,52.0,1
10.1,0.54,7.2,3.37,41.0,0.21,0.34,0.075,0.99586,2.5,68.0,0
9.6,0.53,8.1,3.36,5.0,0.0,0.82,0.095,0.99854,4.1,14.0,1
10.4,0.59,7.5,3.3,14.0,0.08,0.57,0.089,0.99592,2.6,27.0,0
9.7,0.47,8.9,3.2,15.0,0.18,0.745,0.077,0.99739,2.5,48.0,0
9.2,0.56,7.3,3.35,20.0,0.1,0.91,0.074,0.99672,1.8,56.0,1
11.1,0.83,8.9,3.33,21.0,0.21,0.5,0.088,0.99692,2.2,39.0,0
10.2,0.67,7.4,3.58,16.0,0.0,0.965,0.088,0.99756,2.2,32.0,1
9.8,0.64,6.9,3.38,13.0,0.19,0.49,0.079,0.99547,1.7,26.0,0
11.1,0.83,8.9,3.33,21.0,0.21,0.5,0.088,0.99692,2.2,39.0,0
12.2,0.62,6.4,3.36,12.0,0.33,0.39,0.046,0.99294,3.3,53.0,0
11.4,0.58,6.9,3.32,32.0,0.0,0.44,0.07,0.99438,1.4,38.0,0
10.7,0.62,7.6,3.31,33.0,0.0,0.78,0.076,0.99612,1.7,45.0,0
10.4,0.64,7.1,3.49,27.0,0.17,0.43,0.082,0.99634,1.8,51.0,1
10.9,0.78,9.3,3.27,3.0,0.36,0.49,0.081,0.99702,1.7,14.0,0
10.8,0.77,9.3,3.27,6.0,0.36,0.5,0.084,0.99704,1.8,17.0,0
10.4,0.64,7.1,3.49,27.0,0.17,0.43,0.082,0.99634,1.8,51.0,1
9.2,1.34,8.5,3.03,16.0,0.59,0.46,0.414,0.99702,1.4,45.0,1
12.9,0.55,5.6,3.56,19.0,0.05,0.605,0.073,0.99258,2.4,25.0,1
9.1,0.62,8.2,3.13,5.0,0.27,0.64,0.095,0.99747,2.0,77.0,0
9.1,0.62,8.2,3.13,5.0,0.27,0.64,0.095,0.99747,2.0,77.0,0
9.1,0.57,7.6,3.15,28.0,0.25,0.42,0.104,0.99784,3.9,90.0,1
9.9,0.7,11.6,3.14,3.0,0.57,0.23,0.074,0.9981,1.8,8.0,0
11.4,0.64,8.0,3.3,6.0,0.44,0.38,0.098,0.9956,1.9,15.0,0
11.8,0.63,10.2,3.22,6.0,0.65,0.29,0.075,0.99565,2.4,17.0,0
11.8,0.57,8.2,3.28,5.0,0.09,0.74,0.067,0.99418,2.0,10.0,0
10.2,0.6,7.7,3.29,6.0,0.18,0.61,0.083,0.9963,2.4,20.0,0
10.8,0.62,8.0,3.31,28.0,0.35,0.62,0.086,0.997,2.8,52.0,1
9.2,0.58,7.5,3.2,30.0,0.2,0.77,0.098,0.99892,8.1,92.0,1
9.5,0.58,7.2,3.4,33.0,0.26,0.35,0.083,0.9968,1.8,75.0,0
10.7,0.58,8.0,3.31,16.0,0.33,0.62,0.088,0.9972,2.7,37.0,0
9.2,0.58,7.5,3.2,30.0,0.2,0.77,0.098,0.99892,8.1,92.0,1
11.4,0.73,9.9,3.15,3.0,0.56,0.32,0.073,0.99534,2.0,8.0,0
11.0,0.58,8.6,3.27,3.0,0.65,0.37,0.08,0.99817,6.4,8.0,1
11.0,0.58,8.6,3.27,3.0,0.65,0.37,0.08,0.99817,6.4,8.0,1
11.8,0.51,10.3,3.16,3.0,0.56,0.27,0.047,0.99471,1.4,8.0,0
9.5,0.59,7.2,3.42,31.0,0.3,0.38,0.073,0.99685,1.8,70.0,0
12.0,0.77,8.7,3.33,32.0,0.45,0.42,0.072,0.99617,2.4,59.0,0
9.5,0.59,7.2,3.42,31.0,0.3,0.38,0.073,0.99685,1.8,70.0,0
9.6,0.49,6.8,3.12,40.0,0.08,0.48,0.074,0.99529,1.8,64.0,1
11.2,0.69,7.9,3.29,18.0,0.42,0.19,0.057,0.994,1.6,30.0,0
11.4,0.6,7.9,3.35,8.0,0.42,0.34,0.086,0.99546,2.0,19.0,0
